Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
113,-0.207514573,-0.100060014,13.3621386,25.89,234.38,0.0005979,1.90558,1357667.386,0.9574,0.4883,5.279,3.0562,0.9545,0.46,5.5736,3.1618,0.976,0.3021,6.3147,5.1679,0.8968,0.4922,4.9649,3.0202,0.8979,0.4647,5.1395,3.0769,0.7749,0.5711,4.0566,2.26,1,2,2,3,1.994853879,2.02771423,2.049124203,2.064314414,126.53976,205.27656,205.31908,312.39553,104629.9624,650.7205155,1.4448,40.7,0.309,,,,,,,,,unpublished
114,-0.211154754,-0.098630937,12.27708702,80.75,122.98,0.000268,2.05413,1357669.73,0.9501,0.4824,5.2758,3.6729,0.8866,0.4715,5.4465,4.3544,0.8447,0.3198,3.9024,2.6496,0.8869,0.4864,4.8804,3.6162,0.836,0.4787,4.9514,4.2135,0.7191,0.5975,4.0609,2.1261,2,1,2,3,1.962105247,2.03129983,2.052515286,2.105511339,205.30778,126.57533,205.32069,312.31991,58988.33304,603.6618909,1.4448,40.7,0.309,,,,,,,,,unpublished
115,-0.211154754,-0.098630937,12.27708702,80.75,122.98,0.000268,2.05413,1357669.73,0.9501,0.4824,5.2758,3.6729,0.8866,0.4715,5.4465,4.3544,0.8447,0.3198,3.9024,2.6496,0.8869,0.4864,4.8804,3.6162,0.836,0.4787,4.9514,4.2135,0.7191,0.5975,4.0609,2.1261,2,1,2,3,1.962105247,2.03129983,2.052515286,2.105511339,205.30778,126.57533,205.32069,312.31991,58988.33304,603.6618909,1.4448,40.7,0.309,,,,,,,,,unpublished
116,-0.206980936,-0.094250303,10.71248607,51.59,268.73,3.82E-05,1.66643,1357670.518,0.8071,0.6599,4.4785,2.1078,0.9249,0.5147,5.3459,3.2852,0.8752,0.6624,4.9386,1.9884,0.6952,0.6626,3.8048,2.1699,0.8393,0.6692,4.6462,2.0905,0.8673,0.5094,4.8955,3.3794,2,1,2,3,1.971594786,1.99073278,2.051109212,2.080303103,205.30475,126.6176,205.30173,312.48487,5420.493193,744.105663,1.4448,40.7,0.309,,,,,,,,,unpublished
156,-0.198220443,-0.100167044,18.12275451,52.43,268.64,0.0008414,1.98652,1357669.061,0.9764,0.1579,6.5814,5.6848,0.9908,0.1361,6.3059,5.1429,0.8667,0.4625,4.9536,3.4583,0.9649,0.1654,6.4753,5.6058,0.825,0.4183,4.9757,3.0223,0.909,0.2891,5.7414,3.9761,2,1,3,2,1.963528711,2.016712424,2.073399624,2.16269739,205.30856,126.58426,312.44982,205.40713,156973.0572,624.2071562,1.4448,40.7,0.309,,,,,,,,,unpublished
 3c1,-0.203733759,-0.083139369,13.41020527,116.36,301.05,0.0007711,2.33099,1357674.032,0.9581,0.372,5.2601,3.7865,0.894,0.4809,4.7001,2.7422,0.9365,0.3818,5.3104,3.6054,0.9141,0.3768,5.0089,3.7153,0.809,0.4804,4.2486,2.6997,0.7978,0.4552,4.4816,2.7751,1,1,1,2,1.991032144,2.036686279,2.075885594,2.138419977,126.5207,126.4997,126.72764,205.42535,329397.32,531.9628141,1.4448,40.7,0.309,,,,,,"Adv. Funct. Mater. 2021, 2100967",,,in mCp so exp data not recorded here
 3c2,-0.203020261,-0.062936701,12.80347488,41.46,116.3,0.0005877,2.65049,1357675.04,0.9263,0.5671,5.3783,2.5527,0.9278,0.4858,5.2147,2.9387,0.9038,0.5631,5.1667,2.0498,0.7623,0.5903,4.4007,2.1044,0.8026,0.6159,4.4171,1.7357,0.8143,0.5463,4.3643,1.9338,1,1,1,2,1.998287517,2.013840361,2.060981562,2.172737214,126.52221,126.51191,126.73133,205.3742,332664.0759,467.8380224,1.4448,40.7,0.309,,,,,,"Adv. Funct. Mater. 2021, 2100967",,,in mCp
 3c3,-0.203427923,-0.066679523,12.62159165,30.34,129.48,0.001042,2.65716,1357675.19,0.9461,0.4866,5.6259,3.3038,0.9149,0.5374,5.3236,2.8457,0.9104,0.5336,5.2862,2.4861,0.7849,0.5227,4.5755,2.8366,0.8261,0.5509,4.7251,2.5238,0.8018,0.5402,4.3871,2.2439,1,1,1,2,1.997074861,2.014396684,2.059705561,2.170584483,126.52027,126.51148,126.73053,205.38062,513222.6509,466.6636559,1.4448,40.7,0.309,,,,,,"Adv. Funct. Mater. 2021, 2100967",,,in mCp
 3c4,-0.203285565,-0.065685187,13.00676112,32.4,123.49,0.001075,2.65679,1357675.174,0.942,0.5044,5.587,3.1469,0.9178,0.5333,5.339,2.85,0.9084,0.5435,5.2722,2.3578,0.7772,0.5364,4.5217,2.7005,0.822,0.5639,4.6714,2.3834,0.8071,0.5435,4.4122,2.1918,1,1,1,2,1.997767003,2.013386699,2.059367864,2.173110444,126.52112,126.51322,126.72858,205.37642,504609.5209,466.7286462,1.4448,40.7,0.309,,,,,,"Adv. Funct. Mater. 2021, 2100967",,,in mCp
801,-0.219121753,-0.094950281,10.56403863,63.58,244.27,0.0007058,2.2271,1357676.408,0.8993,0.4929,4.8445,3.1918,0.906,0.4387,5.7795,3.4234,0.882,0.3712,4.2536,2.7139,0.8345,0.4956,4.4068,3.1009,0.7233,0.5598,4.0267,1.296,0.8403,0.467,5.0626,2.0204,1,1,2,2,1.955956288,2.007264307,2.129100749,2.16337075,126.63221,126.59267,205.45971,205.41549,253730.6208,556.7778726,1.4448,40.7,0.309,,,,,,,,,
802,-0.203537255,-0.120584368,12.19646878,305.32,100.98,4.85E-05,0.58504,1357681.234,0.9173,0.6075,5.3543,3.1101,0.9533,0.3598,5.7499,3.2303,0.9816,0.3858,6.2349,1.583,0.5651,0.5723,3.2896,2.626,0.8529,0.5118,4.9376,1.8488,0.9192,0.4084,5.8491,2.8666,1,1,2,2,1.961582524,1.980004545,2.00874762,2.0318873,126.54944,126.51848,205.33938,205.37462,1569.782962,2119.513196,1.4448,40.7,0.309,,,,,,,,,
803,-0.205622662,-0.078596091,11.73469711,50.13,229.06,0.001022,2.29947,1357674.883,0.8947,0.5416,4.972,2.7919,0.8741,0.5889,5.0764,0.9589,0.9822,0.2522,5.4221,4.1141,0.8201,0.5457,4.493,2.6462,0.8072,0.5789,4.619,0.9005,0.7222,0.5982,4.0029,2.059,1,1,2,2,1.963564361,2.00420483,2.113175099,2.167484717,126.55122,126.51764,205.3912,205.38686,396651.5313,539.2546978,1.4448,40.7,0.309,,,,,,,,,
804,-0.206682578,-0.095586714,10.98939374,174.38,293.89,0.0004945,1.86446,1357674.313,0.9168,0.4827,5.0071,3.7281,0.9059,0.4946,4.9759,3.9972,0.8965,0.4572,4.145,2.6809,0.8271,0.4998,4.3866,3.5242,0.8265,0.4984,4.4694,3.7692,0.8059,0.5896,4.4224,2.4928,1,1,2,2,1.974900757,2.005619356,2.111247499,2.16876255,126.55293,126.51162,205.39343,205.38121,153618.808,665.0719243,1.4448,40.7,0.309,,,,,,,,,
805,-0.206236119,-0.097660492,12.05639532,222.01,262.95,0.0005103,1.82303,1357673.855,0.9261,0.4867,5.3983,4.0819,0.9133,0.5388,5.2869,3.8866,0.9061,0.493,4.5341,2.982,0.8305,0.5049,4.6399,3.803,0.8493,0.5228,4.8192,3.7799,0.8158,0.5772,4.6834,2.7559,1,1,2,2,1.978990652,2.008387164,2.113573987,2.166343925,126.55193,126.51117,205.39006,205.38189,146792.915,680.1862833,1.4448,40.7,0.309,,,,,,,,,
806,-0.207559459,-0.078924511,10.72881618,91.08,240.48,0.0005114,2.27736,1357675.249,0.8783,0.5011,4.4687,2.9318,0.8768,0.4887,4.6585,3.3348,0.9774,0.2664,5.3459,4.3641,0.7976,0.5088,3.9995,2.8549,0.7255,0.5854,3.88,2.5387,0.8283,0.5008,4.3858,3.2554,1,1,2,2,1.949203684,2.012014165,2.129986385,2.165564361,126.55612,126.51579,205.41957,205.38708,220437.6525,544.4901114,1.4448,40.7,0.309,,,,,,,,,
807,-0.217166497,-0.070382367,12.71187808,77.31,200.44,0.001017,2.86423,1357673.646,0.9008,0.4613,4.7225,3.1511,0.9789,0.2719,5.2128,4.0845,0.9008,0.3936,4.9722,3.5575,0.8392,0.4557,4.3663,3.1345,0.6712,0.6242,3.494,1.5559,0.6344,0.5978,3.3972,1.6197,1,1,2,2,1.982813657,2.009223731,2.149392007,2.18983972,126.55124,126.51734,205.37892,205.3982,513732.2373,432.9261267,1.4448,40.7,0.309,,,,,,,,,
808,-0.206513893,-0.083798374,12.11305667,40.11,260.96,0.001153,2.25151,1357675.125,0.9094,0.4596,5.2976,4.1656,0.8975,0.4069,5.2433,5.0286,0.9737,0.2722,5.4408,3.8752,0.8416,0.4644,4.7427,4.0378,0.7377,0.5676,4.1866,3.2608,0.8206,0.4186,4.8101,4.5652,1,1,2,2,1.956971129,2.0060334,2.117353301,2.164817313,126.55214,126.51563,205.41381,205.38586,402046.2227,550.7415024,1.4448,40.7,0.309,,,,,,,,,
809,-0.193124824,-0.081017701,9.41743908,83.14,132.9,4.92E-06,0.84288,1357671.96,0.7225,0.7545,3.514,0.6439,0.698,0.6164,3.3984,1.5247,0.969,0.2764,4.9565,3.8706,0.5028,0.787,2.4613,0.538,0.6909,0.5755,3.2905,1.9571,0.9539,0.2781,4.9018,3.8499,1,1,2,2,1.959955612,1.982000252,2.202442735,2.236290008,126.55723,126.51129,205.49931,205.41085,197.2012125,1471.146545,1.4448,40.7,0.309,,,,,,,,,
810,-0.192877118,-0.080803445,10.02150815,88.63,133.35,4.38E-06,0.84172,1357671.838,0.7281,0.7473,3.538,0.6788,0.6939,0.624,3.3981,1.4876,0.9694,0.2734,4.9547,3.8856,0.5028,0.7874,2.4615,0.5287,0.6922,0.5742,3.3055,1.985,0.9549,0.2753,4.9013,3.8628,1,1,2,2,1.961055583,1.982063823,2.203695986,2.235202675,126.55726,126.51084,205.49009,205.41127,174.9972237,1473.173977,1.4448,40.7,0.309,,,,,,,,,
811,-0.191823933,-0.08039389,10.33205695,73.87,128.03,3.16E-06,0.83649,1357671.728,0.7219,0.7571,3.5124,0.6509,0.704,0.6152,3.4507,1.5987,0.9661,0.2643,4.9038,3.9946,0.5043,0.7844,2.4762,0.5614,0.6912,0.5764,3.3077,1.9932,0.9503,0.2675,4.8245,3.9503,1,1,2,2,1.965566076,1.981406571,2.22153573,2.237989053,126.55531,126.51028,205.49747,205.40507,155.7868478,1482.384727,1.4448,40.7,0.309,,,,,,,,,
812,-0.192372443,-0.081346775,9.47366954,99.2,177.3,1.33E-05,0.83483,1357671.268,0.6902,0.7848,3.3646,0.4342,0.7492,0.5712,3.6255,1.8584,0.9695,0.2574,4.9586,3.7413,0.5097,0.7883,2.4768,0.4417,0.6932,0.571,3.3036,1.9663,0.9099,0.2997,4.7462,2.3898,1,1,2,2,1.954161969,1.977014416,2.210707805,2.292851718,126.5642,126.51766,205.47819,205.43309,443.5171976,1485.332343,1.4448,40.7,0.309,,,,,,,,,
813,-0.19524853,-0.083541331,10.21996336,74.7,130.04,8.90E-06,0.84026,1357671.876,0.7321,0.7584,3.6446,0.5542,0.6939,0.6266,3.3491,1.2205,0.9612,0.3685,5.2053,3.7822,0.5038,0.775,2.4675,0.6049,0.6858,0.5942,3.2405,1.597,0.938,0.3812,5.2735,3.7153,1,1,2,2,1.957619984,1.984853899,2.217640413,2.227827866,126.55464,126.5123,205.56424,205.40811,325.6905224,1475.733701,1.4448,40.7,0.309,,,,,,,,,
814,-0.195341361,-0.083817747,10.35784305,76.94,133.42,8.24E-06,0.84118,1357671.848,0.7362,0.7589,3.7278,0.5451,0.6984,0.6226,3.3888,1.1574,0.9577,0.3542,5.5473,4.5617,0.5067,0.7712,2.4772,0.6546,0.6868,0.5939,3.2543,1.565,0.9382,0.378,5.683,4.6211,1,1,2,2,1.956830856,1.983383473,2.221621255,2.237503296,126.55402,126.51136,205.56665,205.40894,315.9888436,1474.119689,1.4448,40.7,0.309,,,,,,,,,
815,-0.191801951,-0.080336239,11.89914018,94.77,134.66,4.38E-06,0.8366,1357672.215,0.7302,0.7529,3.5542,0.6396,0.6945,0.6147,3.3405,1.4655,0.9666,0.286,5.0136,3.7609,0.504,0.7793,2.468,0.5794,0.6906,0.5792,3.2532,1.8646,0.9446,0.2873,4.9437,3.7386,1,1,2,2,1.958209641,1.992170173,2.190185609,2.242390912,126.55838,126.53278,205.54946,205.41226,194.2218427,1482.189816,1.4448,40.7,0.309,,,,,,,,,
816,-0.199984177,-0.057993327,13.51399727,50.15,82.45,5.83E-05,2.39889,1357671.862,0.9511,0.3548,5.4761,4.0377,0.9481,0.3219,6.1457,5.1126,0.965,0.32,5.8865,3.9429,0.5729,0.6136,2.8354,1.8161,0.8786,0.4144,4.9395,3.3396,0.6848,0.5327,3.7405,2.1552,1,1,2,2,1.992786491,1.99672607,2.177509127,2.183033669,126.51927,126.54074,205.39107,205.54151,22299.77816,516.9057356,1.4448,40.7,0.309,,,,,,,,,
817,-0.190402636,-0.078687246,10.99580055,103.12,136.42,5.09E-06,0.83636,1357672.391,0.7367,0.7377,3.5538,0.7427,0.6919,0.6299,3.3312,1.4432,0.9681,0.2813,4.9237,3.7182,0.5026,0.7886,2.4559,0.5139,0.6946,0.5672,3.2476,1.9684,0.951,0.2844,4.8685,3.688,1,1,2,2,1.961706145,1.989632629,2.200028409,2.242797583,126.55982,126.52959,205.37985,205.41755,179.7863139,1482.615142,1.4448,40.7,0.309,,,,,,,,,
818,-0.20915262,-0.08978264,9.25876191,70.77,272.33,0.0006645,2.00006,1357674.16,0.8774,0.5194,4.494,2.9402,0.8674,0.5647,4.6648,2.8453,0.8518,0.4309,4.0244,2.882,0.795,0.5321,4.0356,2.7931,0.7647,0.5291,4.1191,3.4591,0.8014,0.6041,4.253,2.2211,1,1,2,2,1.966444507,2.003567069,2.141239127,2.166384315,126.56049,126.51246,205.39695,205.37693,185556.7065,619.9814006,1.4448,40.7,0.309,,,,,,,,,
819,-0.189559181,-0.080421385,10.84068487,60.82,48.96,1.61E-05,0.73861,1357670.879,0.6576,0.7655,3.4799,0.2814,0.9235,0.3218,5.8067,4.8503,0.9753,0.227,5.6688,4.6523,0.4946,0.7794,2.4652,0.3004,0.662,0.6151,3.0298,1.7716,0.9235,0.3334,5.5967,4.6665,1,1,2,2,1.988093056,1.995762761,2.160783191,2.245520652,126.52652,126.55484,205.38404,205.39538,409.1962158,1678.829152,1.4448,40.7,0.309,,,,,,,,,
820,-0.189174616,-0.078248689,12.90135994,61.48,79.49,3.61E-06,0.83403,1357673.032,0.7328,0.7484,3.5517,0.6988,0.7402,0.6018,3.5741,1.6982,0.9632,0.2856,4.9373,3.9673,0.5064,0.7783,2.4986,0.6446,0.7194,0.5578,3.3674,2.1729,0.951,0.289,4.8776,3.9244,1,1,1,2,1.994578652,2.00227121,2.125219048,2.24712839,126.51305,126.56626,126.69851,205.41276,174.3764573,1486.757071,1.4448,40.7,0.309,,,,,,,,,
821,-0.189969717,-0.079739785,12.505926,54.78,70.78,3.46E-06,0.8309,1357674.096,0.7397,0.7504,3.7055,0.6659,0.7435,0.6049,3.6838,1.5803,0.9507,0.3493,5.0092,3.7915,0.5061,0.7595,2.523,0.7827,0.7135,0.5722,3.4067,2.0218,0.9454,0.3563,5.0451,3.7045,1,1,1,2,1.991207172,2.00590578,2.096374966,2.246089045,126.50926,126.56545,126.73549,205.4061,155.4061828,1492.357684,1.4448,40.7,0.309,,,,,,,,,
822,-0.190207922,-0.080361217,15.00468951,55.85,68.19,3.41E-06,0.83285,1357674.005,0.7531,0.7405,3.9208,0.7564,0.7415,0.6092,3.6996,1.3267,0.9432,0.379,5.2185,4.484,0.5059,0.7373,2.5338,1.012,0.7121,0.5832,3.4167,1.6654,0.9428,0.4025,5.4248,4.2961,1,1,1,2,1.992173938,2.005681181,2.096659486,2.248081404,126.51109,126.56445,126.73975,205.40706,148.4022063,1488.863541,1.4448,40.7,0.309,,,,,,,,,
823,-0.19125296,-0.08197585,14.38392093,132.94,102.16,1.23E-05,0.81762,1357673.262,0.7888,0.7036,4.1324,0.6546,0.6932,0.6215,3.5046,0.9858,0.9462,0.3942,5.6623,4.4844,0.509,0.7434,2.5538,0.907,0.7005,0.5648,3.4123,1.5048,0.9235,0.4204,5.7325,4.3291,1,1,1,2,1.987985412,1.992673832,2.090571692,2.332692436,126.51424,126.56798,126.74374,205.44935,376.8643672,1516.596952,1.4448,40.7,0.309,,,,,,,,,
824,-0.208579525,-0.089615859,11.83782507,92.67,365.38,0.0007336,2.30455,1357675.282,0.9465,0.3192,5.5225,4.8914,0.9396,0.4177,5.4744,4.1295,0.9435,0.3128,6.6834,5.2316,0.9033,0.3307,5.1657,4.7737,0.8343,0.4299,4.8124,3.9978,0.8554,0.4263,4.8278,4.2283,1,1,1,2,1.966517226,2.041884914,2.096975203,2.150230918,126.5243,126.51836,126.78152,205.37546,278417.3847,538.0659999,1.4448,40.7,0.309,,,,,,,,,
 1d1,-0.207341359,-0.084888794,7.485893,5.79,149.46,0.000792,2.32797,1357669.63,0.9417,0.4577,5.3795,3.467,0.956,0.3357,6.1609,5.0634,0.8267,0.5396,4.5394,1.3806,0.8713,0.4621,4.8821,3.3723,0.8208,0.4384,4.9125,3.2481,0.7668,0.5628,4.2326,0.6636,1,2,2,3,1.920969807,2.015105208,2.094117953,2.135537403,126.62015,205.30922,205.34657,312.58723,234204.6659,532.6529122,1.4448,40.7,0.309,,,,,,,,,
 1d2,-0.207096248,-0.085561381,7.91147585,15.42,134.08,0.002077,2.32929,1357669.866,0.9422,0.4511,5.5474,3.1412,0.9525,0.2207,6.1445,6.646,0.9686,0.3002,6.6405,4.1666,0.8738,0.4554,5.0011,3.081,0.8914,0.2526,5.5227,6.3544,0.8804,0.3564,5.5574,3.4243,1,2,2,3,1.921814507,2.014811902,2.084104124,2.135395748,126.62034,205.30719,205.34548,312.34821,507089.3529,532.3510598,1.4448,40.7,0.309,,,,,,,,,
 1d3,-0.207154748,-0.087078293,9.17370454,21.45,113.08,0.002176,2.32293,1357669.864,0.9449,0.4198,5.742,3.7109,0.9718,0.3438,6.6161,4.2106,0.9612,0.1899,6.1365,7.0456,0.8773,0.4222,5.0973,3.6764,0.8871,0.3919,5.6853,3.3599,0.7324,0.572,4.1495,1.253,1,2,2,3,1.921501756,2.015179645,2.078610353,2.141930438,126.62082,205.30762,205.35195,312.5822,526114.8084,533.8085952,1.4448,40.7,0.309,,,,,,,,,
 2d1,-0.207518017,-0.085532686,8.90617625,13.69,132.75,0.001843,2.33583,1357669.909,0.9432,0.4504,5.491,3.1809,0.9679,0.3017,6.4425,4.9283,0.8323,0.5074,4.6599,1.3877,0.8734,0.4542,4.9635,3.1257,0.8637,0.3691,5.3116,3.8272,0.741,0.5699,4.1235,0.6675,1,2,2,3,1.921450754,2.013289348,2.084594205,2.134447469,126.62251,205.30635,205.35097,312.58328,457923.2224,530.8605506,1.4448,40.7,0.309,,,,,,,,,
 2d2,-0.207918317,-0.086962939,9.97572723,20.19,123.25,0.001617,2.32549,1357669.556,0.9476,0.4189,5.7333,3.6259,0.97,0.3354,6.5944,4.308,0.9624,0.1839,6.1841,7.1873,0.8663,0.4235,4.9694,3.598,0.8801,0.3875,5.617,3.4081,0.7775,0.5127,4.269,1.5006,1,2,2,3,1.919917967,2.018114714,2.078886962,2.143265266,126.62027,205.30842,205.35067,312.51395,407342.337,533.2209556,1.4448,40.7,0.309,,,,,,,,,
 2d3,-0.216643562,-0.090267849,10.31947317,112.39,213.24,0.001348,2.33268,1357670.663,0.9019,0.4468,5.6362,4.3547,0.9664,0.2457,6.0928,5.014,0.9289,0.4759,5.2404,2.7199,0.7692,0.4824,4.2935,3.8047,0.8325,0.4958,4.8767,2.0933,0.8347,0.494,4.7234,1.7602,1,2,2,3,1.898859131,2.046766474,2.064672855,2.086185275,126.62581,205.27818,205.36069,312.51593,404840.5806,531.5774131,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_1,-0.206290339,-0.089088248,6.47626903,6.1,167,0.000797,2.23834,1357670.631,0.9484,0.4319,5.8505,4.0818,0.9384,0.3725,5.8502,4.4801,0.8717,0.4958,5.2969,2.9767,0.8873,0.4376,5.2546,4.0399,0.7571,0.5553,4.3943,2.2938,0.838,0.4314,4.7419,3.7617,1,2,2,3,1.919517908,2.015990327,2.094968735,2.130592875,126.61997,205.31254,205.35158,312.58529,218457.7852,553.9819688,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_10,-0.209711735,-0.097594619,6.05802696,29.04,108.89,0.001284,2.26393,1357670.111,0.967,0.3101,7.1467,6.3922,0.9484,0.3677,5.3921,3.798,0.9214,0.3989,6.1411,4.5452,0.9167,0.3288,6.3528,6.0198,0.7728,0.5075,4.3793,2.923,0.7999,0.5176,4.3981,2.2717,1,2,2,3,1.91848117,2.048155756,2.051576467,2.095003819,126.6244,205.28553,205.36277,312.57727,377077.2526,547.720115,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_11,-0.209521596,-0.097381002,5.3528503,27.2,130.46,0.001341,2.24978,1357670.241,0.9641,0.319,7.0497,6.266,0.9373,0.3845,5.5051,3.357,0.9384,0.3915,6.198,3.9364,0.9112,0.3368,6.2334,5.9114,0.7814,0.496,4.541,3.0231,0.8036,0.5144,4.4104,2.2822,1,2,2,3,1.916084027,2.048557785,2.052435383,2.089736826,126.62466,205.29174,205.36474,312.58061,363262.2814,551.1650028,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_12,-0.209498276,-0.081273826,4.34507166,11.41,165.93,0.0003051,2.41772,1357669.687,0.9391,0.4509,5.1355,3.5269,0.9487,0.3903,6.0633,4.7082,0.814,0.6103,4.2986,0.682,0.8433,0.4636,4.3943,3.2717,0.8624,0.4493,5.1134,3.5178,0.7162,0.6371,3.7801,0.8099,1,2,2,3,1.917660293,2.013731362,2.097710657,2.126204835,126.62503,205.32099,205.35084,312.50103,128160.1382,512.8799034,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_13,-0.210725724,-0.08327186,6.80129403,68.4,179.86,0.0001987,2.31147,1357670.753,0.8929,0.4996,5.3172,3.2379,0.9164,0.5409,5.1241,2.149,0.9151,0.5636,5.7358,2.1713,0.7667,0.5192,4.2603,2.7506,0.8025,0.5603,4.225,1.4942,0.789,0.5805,4.5952,1.2395,1,2,2,3,1.898134874,2.04677307,2.071153785,2.08228,126.63223,205.27378,205.36154,312.6121,83305.93843,536.4551562,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_14,-0.208509257,-0.094571205,7.48568329,4.59,148.6,0.0007793,2.14769,1357669.352,0.9497,0.4292,5.5574,3.8909,0.9545,0.3375,6.1397,4.9569,0.8629,0.5024,4.9449,2.5712,0.8956,0.433,5.1535,3.815,0.7509,0.5467,4.2143,2.3103,0.869,0.3951,5.1205,3.8031,1,2,2,3,1.921707574,2.018508608,2.093075488,2.139925933,126.62113,205.31391,205.34622,312.59006,176104.8521,577.3645172,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_15,-0.209561967,-0.096542095,5.93405971,16.87,166.51,0.001491,2.21294,1357670.431,0.9511,0.3627,6.7038,5.46,0.9381,0.3905,6.4834,3.8959,0.9439,0.4203,5.7336,2.558,0.8883,0.3774,5.8725,5.0972,0.8197,0.458,4.9329,2.5829,0.8138,0.4876,4.8834,2.223,1,2,2,3,1.906135882,2.050342654,2.060427626,2.07455682,126.62405,205.28999,205.36539,312.55515,374123.2131,560.3405424,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_16,-0.211414434,-0.088463951,5.11840424,60.2,161.51,0.00119,2.35568,1357670.696,0.9283,0.4149,6.0803,4.6681,0.9326,0.4592,5.281,2.9868,0.91,0.5239,5.9446,3.3268,0.8196,0.4533,4.9329,4.1084,0.8199,0.5089,4.4231,1.9588,0.7928,0.5877,4.8172,1.9661,1,2,2,3,1.901463121,2.050007073,2.065919166,2.076906353,126.62763,205.28734,205.35403,312.60985,366273.6829,526.3872852,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_17,-0.209205609,-0.088509767,7.72387758,41.69,173.47,0.0012,2.30744,1357670.496,0.9256,0.4124,6.3588,5.3087,0.9233,0.4525,5.1232,2.8692,0.9219,0.4689,6.4722,4.3736,0.8291,0.4359,5.1092,4.8401,0.8105,0.5019,4.4456,1.9371,0.7814,0.585,4.8074,0.7673,1,2,2,3,1.901963722,2.049820968,2.063428458,2.074063403,126.62199,205.28929,205.35572,312.57192,387465.0062,537.3920882,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_18,-0.208102835,-0.094353292,9.15920256,7.17,150.77,0.0009035,2.14977,1357669.44,0.9499,0.4332,5.6243,3.7279,0.9663,0.2962,6.6966,5.5894,0.8558,0.5052,4.8865,2.2202,0.8961,0.4376,5.2129,3.6795,0.7621,0.5251,4.4007,1.8902,0.8842,0.3711,5.5139,3.9626,1,2,2,3,1.922538686,2.018145931,2.090784542,2.139623098,126.62097,205.31418,205.34414,312.5922,219043.0605,576.8058909,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_19,-0.208896368,-0.09708906,6.34056107,23.17,90.32,0.00162,2.25828,1357670.171,0.9671,0.3188,7.1514,6.2939,0.9524,0.3947,5.4979,3.6065,0.919,0.4082,6.1547,4.5528,0.917,0.3344,6.3433,5.9067,0.8375,0.4343,4.6817,2.6403,0.7774,0.5181,4.7533,3.3642,1,2,2,3,1.918206715,2.044847672,2.052026803,2.096581503,126.6225,205.28615,205.36488,312.56698,467873.3822,549.0904582,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_2,-0.209260802,-0.081785378,9.88728269,66.46,257.23,0.0004547,2.28637,1357670.852,0.904,0.4351,4.9442,2.5347,0.868,0.6197,4.6823,0.8772,0.8808,0.5759,5.2167,1.4887,0.7633,0.5138,4.0151,1.7492,0.8283,0.5322,4.5627,1.2061,0.7829,0.5839,4.1721,1.1339,1,2,3,2,1.900379173,2.018262867,2.088825747,2.100311882,126.6273,205.30495,312.62245,205.2905,132545.1197,542.3444149,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_20,-0.208364107,-0.094487839,7.1423582,5.83,156.31,0.0007956,2.14553,1357669.506,0.9503,0.4303,5.5598,3.8782,0.9435,0.3624,5.9638,4.5246,0.8783,0.491,5.1473,2.5757,0.8961,0.4338,5.1545,3.7938,0.7593,0.5423,4.2632,2.7048,0.8561,0.4114,4.9839,3.8072,1,2,2,3,1.920509568,2.017627567,2.095081144,2.139105654,126.62376,205.31427,205.35005,312.33363,178734.9234,577.9457756,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_21,-0.209310439,-0.083562821,4.61156077,12.57,165.28,0.0003816,2.37664,1357669.813,0.9422,0.4544,5.1833,3.3774,0.9457,0.3866,5.9731,4.6598,0.8248,0.587,4.5042,0.9754,0.8579,0.4609,4.568,3.2392,0.8596,0.4408,5.0585,3.6135,0.7241,0.6108,3.8914,1.3009,1,2,2,3,1.917990094,2.012636579,2.094593517,2.130574805,126.62441,205.31206,205.35422,312.52955,141617.5825,521.7449845,1.4448,40.7,0.309,,,,,,,,,
