Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
Base_9_53R_22,-0.208341346,-0.094462563,7.84335616,6.6,167.49,0.0006656,2.14913,1357669.643,0.9508,0.4365,5.6088,3.6701,0.8957,0.4389,5.47,1.3973,0.9422,0.4045,6.0234,2.35,0.8968,0.4399,5.1955,3.5866,0.7923,0.4992,4.6838,3.0808,0.8412,0.4363,4.8586,3.3786,1,2,2,3,1.918141809,2.016972484,2.095031503,2.129168382,126.62067,205.31329,205.35002,312.59441,190325.9915,576.9776607,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_23,-0.208099151,-0.087435094,4.45103854,8.43,150.92,0.0007381,2.30346,1357669.72,0.9469,0.4469,5.4624,3.5391,0.9513,0.3614,6.0707,4.814,0.8471,0.5353,4.9122,1.8504,0.8817,0.4508,4.9961,3.4507,0.8011,0.4706,4.8144,2.4213,0.7978,0.5292,4.4686,0.6784,1,2,2,3,1.918554143,2.014681364,2.093701268,2.134222341,126.62264,205.30943,205.35265,312.59176,218753.0134,538.3206133,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_24,-0.207450106,-0.08660734,8.825175,6.25,169.3,0.0005377,2.27603,1357669.787,0.942,0.4564,5.3937,3.5171,0.9455,0.3628,5.9585,4.7615,0.8507,0.5427,4.7833,2.0142,0.871,0.4575,4.8457,3.4646,0.7552,0.5633,4.1016,2.0586,0.8498,0.4155,4.9312,3.9391,1,2,2,3,1.919907029,2.014116928,2.094827201,2.133729599,126.61989,205.3112,205.35423,312.59358,155964.409,544.8082846,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_25,-0.211424427,-0.085664039,5.45854565,68.36,177.09,0.0001605,2.27805,1357670.753,0.8968,0.4923,5.3145,3.3549,0.9174,0.5259,4.9956,1.8215,0.9202,0.5636,5.7211,2.4671,0.7766,0.5209,4.2837,2.9717,0.8192,0.5371,4.2885,1.356,0.7734,0.5957,4.4216,1.2554,1,2,2,3,1.896773313,2.048516536,2.06913001,2.080728238,126.63052,205.28347,205.35469,312.59981,71651.82562,544.3251904,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_26,-0.20950739,-0.088669122,6.69253098,23.67,123.94,0.001627,2.38506,1357670.393,0.9463,0.3669,6.4896,5.5185,0.9412,0.4162,5.2526,3.5472,0.9036,0.4711,5.9015,3.952,0.8648,0.3947,5.442,4.9883,0.8041,0.4926,4.1912,2.2276,0.7684,0.5819,4.6278,2.2344,1,2,2,3,1.911103085,2.047620082,2.058980573,2.08366624,126.62367,205.29302,205.35762,312.59911,490652.4664,519.9030632,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_27,-0.206582267,-0.089472106,6.46732654,5.65,164.02,0.0007757,2.23674,1357669.546,0.9485,0.4343,5.8552,4.0803,0.9396,0.3735,5.871,4.5685,0.8695,0.4985,5.2655,3.0294,0.8872,0.4402,5.257,4.0372,0.7552,0.5563,4.3916,2.1711,0.8352,0.4381,4.7072,3.6828,1,2,2,3,1.920100258,2.017325457,2.095497077,2.127698757,126.62011,205.31199,205.35183,312.58922,211222.1771,554.3782469,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_28,-0.201111169,-0.073741675,8.48050468,5.82,156.63,0.0007436,2.28731,1357669.551,0.925,0.4829,5.0776,3.3644,0.9288,0.4496,6.0847,4.5254,0.8599,0.5717,5.2949,2.3063,0.7967,0.4947,4.0432,3.2642,0.8851,0.4945,5.2574,3.3497,0.8274,0.5375,5.1829,2.445,1,2,2,3,1.921584763,2.017609229,2.096384507,2.137163775,126.6202,205.31294,205.30868,312.59279,181906.1242,542.1215314,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_29,-0.207788257,-0.087155803,7.09674872,6.34,145.5,0.0008404,2.29453,1357669.463,0.9443,0.4459,5.4213,3.5762,0.9578,0.3326,6.1774,5.0808,0.8332,0.5324,4.6058,1.6196,0.8786,0.45,4.9523,3.4873,0.7841,0.4813,4.6226,1.9537,0.8145,0.4965,4.6023,1.4444,1,2,2,3,1.922059572,2.015544839,2.093491342,2.137838862,126.6229,205.30909,205.34646,312.59187,230044.3253,540.4156843,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_3,-0.20764288,-0.082639044,7.34924331,55.72,222.08,0.0003508,2.27644,1357670.671,0.8997,0.464,5.3374,3.5788,0.9159,0.5332,5.5555,2.7647,0.8985,0.4901,5.1438,2.457,0.7826,0.4932,4.2972,3.0972,0.8076,0.5076,4.6771,2.8049,0.7748,0.5554,4.2849,1.4117,1,2,2,3,1.899301187,2.046165194,2.072746246,2.079839176,126.62948,205.23971,205.36573,312.60999,113258.1998,544.7101615,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_30,-0.179913533,-0.075101786,5.57166907,41.05,57.19,1.84E-05,1.80817,1357669.869,0.936,0.3982,6.6141,6.0025,0.9707,0.4395,7.1411,4.9911,0.932,0.5073,6.2951,4.1328,0.8236,0.4445,4.4831,5.0914,0.9683,0.4209,7.6641,5.435,0.9356,0.4874,6.4033,4.4003,1,2,2,3,1.918814999,2.019845044,2.089973445,2.138552314,126.6204,205.27975,205.35484,312.41772,3410.786774,685.7762268,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_31,-0.208415773,-0.090595784,7.68791903,27.32,111.11,0.0009501,2.38594,1357670.395,0.9573,0.3309,7.1885,6.441,0.9442,0.3792,5.4244,3.8141,0.9096,0.4205,6.2759,4.656,0.892,0.3586,6.1608,5.8691,0.7421,0.6081,4.4676,0.5307,0.7968,0.5264,4.2035,2.1716,1,2,2,3,1.915614523,2.045960899,2.053363339,2.089683469,126.62149,205.28412,205.35961,312.58091,382748.032,519.7113088,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_32,-0.207242504,-0.087621157,7.80505163,2.49,164.22,0.0007563,2.29367,1357669.732,0.9469,0.4296,5.8276,4.1085,0.9414,0.3711,5.9547,4.6476,0.8553,0.5365,5.0918,2.3139,0.8787,0.4352,5.1985,4.016,0.7322,0.618,4.3353,0.3454,0.846,0.4483,4.853,2.9963,1,2,2,3,1.922698364,2.017196569,2.094759891,2.12985469,126.62026,205.30759,205.33989,312.58473,205179.8012,540.6183104,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_33,-0.210248183,-0.08739986,6.77948435,54.48,175.43,0.001032,2.29276,1357670.766,0.9122,0.4556,5.827,4.0759,0.9212,0.4887,5.1827,2.2053,0.929,0.5084,6.2072,3.4302,0.8057,0.4786,4.753,3.7551,0.8239,0.5111,4.4772,1.4936,0.7891,0.5848,4.7492,1.8789,1,2,2,3,1.897512582,2.049793648,2.067312507,2.076110546,126.62682,205.28654,205.35409,312.61509,296201.1567,540.8328826,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_34,-0.207661861,-0.087186687,6.53030577,7.52,157.46,0.0008332,2.28913,1357669.774,0.9453,0.4469,5.4236,3.5834,0.9503,0.3579,6.0321,4.867,0.8419,0.5333,4.7071,1.9546,0.8792,0.451,4.9522,3.4845,0.766,0.5145,4.4461,1.2425,0.8251,0.4829,4.614,1.763,1,2,2,3,1.919434552,2.014014151,2.093550573,2.135506029,126.62071,205.3106,205.35245,312.59178,228305.4711,541.6905112,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_35,-0.20938224,-0.087872986,8.64698116,27.78,160.85,0.0009499,2.39247,1357670.574,0.9442,0.3639,6.3569,5.4472,0.9388,0.3981,5.3433,3.66,0.8975,0.4761,5.6844,3.7735,0.8582,0.3949,5.2941,4.9045,0.7783,0.517,4.1484,1.9734,0.7693,0.5741,4.4858,1.7476,1,2,2,3,1.910552538,2.048001221,2.058460347,2.081019942,126.6206,205.28308,205.36316,312.59472,324606.7566,518.2928104,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_36,-0.208150416,-0.077899656,7.23238778,12.08,190.74,0.0002941,2.43306,1357669.876,0.9312,0.4919,5.0439,2.8964,0.921,0.4537,5.6585,3.8579,0.8358,0.5753,4.7506,0.8253,0.8307,0.5017,4.2936,2.7101,0.8365,0.494,4.7128,2.297,0.716,0.5809,4.0164,0.956,1,2,2,3,1.916432884,2.014563476,2.098308128,2.120409866,126.62305,205.31906,205.34288,312.58812,123736.3643,509.646289,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_37,-0.209449495,-0.089037957,7.61406455,22.86,65.99,0.001447,2.41229,1357670.324,0.9551,0.3467,6.6964,5.7871,0.9486,0.3879,5.3176,3.7721,0.884,0.4716,5.5683,3.6928,0.8805,0.3775,5.6544,5.0923,0.8103,0.4743,4.277,2.4129,0.7502,0.5946,4.4672,2.0534,1,2,2,3,1.916491325,2.043163479,2.052898682,2.094817892,126.62381,205.28827,205.35571,312.59132,503114.4136,514.0343823,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_38,-0.211493363,-0.084810228,5.58970707,68.64,171.38,0.000148,2.28853,1357670.713,0.8934,0.5034,5.2273,3.1983,0.9158,0.5244,4.9859,1.7891,0.9199,0.5763,5.6822,2.3561,0.7721,0.5328,4.2214,2.8115,0.8191,0.5363,4.2928,1.3705,0.7718,0.5821,4.3319,0.7404,1,2,2,3,1.896696602,2.046813621,2.073604109,2.082079009,126.63117,205.27547,205.35904,312.56679,69314.28087,541.8325301,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_39,-0.209660125,-0.088014188,6.98327776,43.06,176.5,0.0009312,2.27726,1357670.823,0.9148,0.4515,5.891,4.0507,0.9189,0.4848,5.186,1.9854,0.9389,0.4748,6.3892,3.6243,0.8158,0.4672,4.8779,3.7985,0.8264,0.5002,4.5079,1.3738,0.788,0.5543,4.7759,2.1044,1,2,2,3,1.896996046,2.050925645,2.06618247,2.074453422,126.62617,205.28639,205.35654,312.61534,272865.7437,544.5140212,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_4,-0.189071126,-0.080340389,9.7424401,24.93,153.13,4.67E-05,1.71297,1357670.559,0.8884,0.6079,4.5846,1.9535,0.934,0.4696,5.5735,3.6159,0.9437,0.4141,5.776,3.7075,0.827,0.5991,4.1182,1.817,0.8575,0.4725,4.9413,3.39,0.8477,0.4389,4.9194,2.0376,1,2,2,3,1.897448287,2.04436078,2.073663907,2.090249267,126.59517,205.27783,205.35516,312.62361,11964.69738,723.8889181,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_40,-0.2100361,-0.086909352,8.62710794,58.36,197.47,0.0007028,2.24231,1357670.676,0.9024,0.4647,5.5848,4.2368,0.9215,0.4815,5.0048,2.5623,0.913,0.5399,5.8976,3.3843,0.785,0.491,4.3756,3.9294,0.8214,0.5117,4.3803,1.8166,0.8094,0.5597,4.7498,2.1511,1,2,2,3,1.897437483,2.050055121,2.067548307,2.077206297,126.62176,205.28693,205.35913,312.6167,197007.3746,553.0011461,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_41,-0.206950985,-0.087643903,8.01783127,4.63,162.52,0.0008611,2.28646,1357669.556,0.9473,0.4348,5.8365,4.0035,0.9402,0.374,5.8651,4.5743,0.866,0.5135,5.2011,2.7653,0.8804,0.4401,5.2152,3.9136,0.757,0.5427,4.4267,1.2536,0.8345,0.4578,4.6648,2.8318,1,2,2,3,1.920297112,2.015505148,2.09606894,2.131490089,126.61648,205.31032,205.35158,312.58999,243525.8337,542.3230671,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_42,-0.207224519,-0.0896872,9.15274516,4.32,143.1,0.0005856,2.24653,1357669.575,0.9459,0.4288,5.8695,4.1899,0.9579,0.3348,6.1552,5.0206,0.8584,0.5079,5.1086,2.8572,0.8809,0.4354,5.2391,4.1391,0.7588,0.523,4.4916,0.9134,0.8405,0.4695,4.9317,2.4212,1,2,2,3,1.920980219,2.01569963,2.093859117,2.143331519,126.62543,205.31046,205.35045,312.59401,166579.1768,551.9623597,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_43,-0.179569091,-0.075255527,6.24395476,23.97,69.99,5.26E-05,1.78668,1357669.829,0.9354,0.4139,5.9158,5.477,0.986,0.3681,7.7999,5.652,0.9155,0.5402,5.9769,3.6867,0.836,0.4503,4.5898,5.0263,0.954,0.3756,6.9395,5.3919,0.9309,0.5043,6.8378,4.268,1,2,2,3,1.919541872,2.017488786,2.091040172,2.141544536,126.61883,205.29913,205.35543,312.58115,10503.69481,694.0246715,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_44,-0.210606138,-0.087929922,7.43333314,51.12,175.4,0.0009366,2.33567,1357670.584,0.9269,0.4101,5.9785,4.7993,0.9324,0.4455,5.1426,3.0711,0.9095,0.497,5.877,3.4835,0.8221,0.4378,4.8178,4.3066,0.8133,0.4939,4.29,1.9719,0.7962,0.5381,4.7611,2.1679,1,2,2,3,1.903059642,2.050319975,2.06322878,2.076718565,126.62315,205.2894,205.36129,312.60268,288623.9969,530.8969161,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_45,-0.209094921,-0.078821247,6.69033018,18.02,158.48,0.0003484,2.43143,1357669.889,0.9296,0.4933,4.9961,2.905,0.951,0.3482,6.0837,4.7148,0.8104,0.5794,4.2718,0.2743,0.8287,0.5115,4.2707,2.6147,0.8547,0.4041,5.0064,3.6909,0.7222,0.5906,3.7994,0.7694,1,2,2,3,1.91791371,2.012837301,2.094284842,2.128529539,126.62599,205.31697,205.35006,312.43125,145154.952,509.9879495,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_46,-0.210179018,-0.082414305,9.90834839,55.76,218.98,0.0002157,2.21752,1357671.113,0.9005,0.4161,4.9334,3.0417,0.8569,0.6481,4.6006,1.2888,0.8828,0.5099,5.3461,2.9277,0.7223,0.5863,3.6612,1.7314,0.8554,0.4986,4.7455,2.296,0.7949,0.5223,4.2674,2.0359,1,2,2,3,1.903564551,2.01555501,2.098245696,2.099664021,126.62416,205.29418,205.30884,312.62789,89933.79827,559.1832317,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_47,-0.207345594,-0.087125509,8.20279992,11.91,144.41,0.001187,2.29585,1357669.704,0.9444,0.4492,5.551,3.2399,0.9669,0.2991,6.6554,5.1829,0.8341,0.52,4.687,1.2654,0.8787,0.4555,5.0456,3.1966,0.8525,0.3881,5.3748,3.5836,0.7706,0.5432,4.3913,0.5455,1,2,2,3,1.921171518,2.016066715,2.088135532,2.135135359,126.62237,205.30942,205.34504,312.59177,338931.6643,540.104972,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_48,-0.208450065,-0.078068029,7.35936643,17.53,196.56,0.0004205,2.43042,1357669.822,0.9318,0.4736,4.9772,3.2262,0.9276,0.4244,5.7174,4.3585,0.8129,0.6077,4.303,0.6376,0.8305,0.4841,4.226,2.9619,0.7913,0.5516,4.1427,1.3897,0.7663,0.5527,4.4387,1.4403,1,2,2,3,1.918123302,2.013888279,2.096994278,2.11992948,126.61696,205.31954,205.34719,312.59834,160159.2067,510.1998831,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_49,-0.206950248,-0.086127359,6.1687704,5.26,162.67,0.0005241,2.28024,1357669.495,0.9419,0.4511,5.3286,3.5395,0.946,0.3613,6.0259,4.8158,0.8411,0.5458,4.6858,1.8569,0.8734,0.4525,4.8252,3.4829,0.7346,0.5699,4.0638,1.4443,0.8532,0.4299,4.8968,3.2283,1,2,2,3,1.922308248,2.015382842,2.095712289,2.138574058,126.62271,205.31206,205.34126,312.59441,144342.856,543.8024068,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_5,-0.208923419,-0.078103449,8.15753485,19.67,154.95,0.0003355,2.43635,1357670.032,0.9271,0.4953,4.9785,2.8952,0.9501,0.3463,6.049,4.5141,0.809,0.5769,4.2586,0.3844,0.8233,0.519,4.2359,2.5309,0.848,0.4039,4.9395,3.4247,0.7267,0.5815,3.8196,0.5828,1,2,2,3,1.917052425,2.014727029,2.093788432,2.127657162,126.62361,205.3155,205.34862,312.48421,141829.8168,508.9580725,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_50,-0.208554648,-0.076935835,8.38042145,10.36,175.25,0.0002649,2.43966,1357670.013,0.9272,0.4868,4.9231,3.0893,0.9338,0.4188,5.8404,4.4078,0.8144,0.592,4.4196,0.7404,0.818,0.4956,4.1499,2.8652,0.8526,0.4757,4.8794,3.0378,0.7083,0.6044,3.7827,1.0624,1,2,2,3,1.917850098,2.013836885,2.095917222,2.128176919,126.62438,205.31893,205.34121,312.59208,112005.0144,508.2675455,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_6,-0.206701317,-0.089166017,9.65435036,4.39,154.94,0.0007063,2.24442,1357669.467,0.9466,0.4305,5.8873,4.1653,0.9469,0.3594,5.9742,4.7229,0.8727,0.4935,5.2741,3.1114,0.8812,0.4369,5.2437,4.1157,0.7667,0.5142,4.4842,1.3947,0.836,0.457,4.7102,2.4833,1,2,2,3,1.920251286,2.016731018,2.095782909,2.141236559,126.61666,205.31326,205.35131,312.59607,205760.8752,552.4812646,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_7,-0.211755734,-0.083938733,6.53282791,84.83,176.08,0.0001662,2.31704,1357670.825,0.8955,0.4902,5.2899,3.5094,0.922,0.5156,4.9936,2.1361,0.9067,0.593,5.5462,2.2621,0.7619,0.5223,4.145,2.9436,0.817,0.5346,4.236,1.5318,0.7958,0.5621,4.5453,1.2057,1,2,2,3,1.898543126,2.047212251,2.072304273,2.083242185,126.63133,205.27637,205.36105,312.55325,77930.62468,535.1655561,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_8,-0.207447266,-0.086499118,8.8012535,5.83,155.29,0.0004905,2.28142,1357669.609,0.9418,0.453,5.3797,3.5446,0.9528,0.3485,6.0632,4.9263,0.8454,0.5427,4.675,1.9853,0.8712,0.4536,4.8391,3.4851,0.7692,0.5004,4.4248,0.886,0.8329,0.4701,4.6437,1.7916,1,2,2,3,1.920692844,2.014438135,2.094420445,2.137987371,126.62151,205.31345,205.35201,312.58422,143332.0372,543.5211403,1.4448,40.7,0.309,,,,,,,,,
Base_9_53R_9,-0.210491631,-0.086883157,8.31710881,54.08,154.44,0.001424,2.37304,1357670.908,0.927,0.4161,6.0634,4.686,0.929,0.4547,5.1587,2.8538,0.9197,0.4868,6.1092,3.5247,0.8265,0.4418,4.9696,4.1745,0.8112,0.5028,4.2956,1.7416,0.7799,0.5832,4.6647,1.7538,1,2,2,3,1.902449474,2.050472628,2.0635673,2.078380379,126.62738,205.29046,205.35636,312.60292,447449.7552,522.5364933,1.4448,40.7,0.309,,,,,,,,,
generate_pred_1,-0.210579205,-0.084291614,6.29668302,60.55,174.43,0.0001906,2.26823,1357670.246,0.8894,0.5198,5.1596,2.8019,0.9108,0.5241,5.0042,1.4763,0.927,0.5586,5.7711,2.4085,0.7757,0.5357,4.2495,2.5977,0.8185,0.5314,4.328,1.1566,0.771,0.5624,4.2849,0.4177,1,2,2,3,1.896779639,2.047460867,2.072103038,2.08250114,126.63057,205.27774,205.35985,312.61672,75571.63271,546.6817739,1.4448,40.7,0.309,,,,,,,,,
generate_pred_10,-0.203109509,-0.101048975,8.49663381,1.02,245.5,0.0003729,1.83606,1357662.929,0.9408,0.4116,5.7908,3.113,0.963,0.3661,6.4097,3.3049,0.8835,0.4088,5.8905,4.6552,0.8973,0.4109,5.4007,3.1223,0.9216,0.3677,5.9389,3.3008,0.717,0.4854,4.0979,3.2395,2,2,3,3,1.989203609,1.989789436,2.015009181,2.017753702,205.27143,205.27002,312.59671,312.59033,61007.22326,675.3591931,1.4448,40.7,0.309,,,,,,,,,
generate_pred_11,-0.195632898,-0.101733859,13.74004783,1.57,288.48,0.0004141,1.6601,1357663.117,0.9504,0.3761,5.6405,3.2827,0.9639,0.3644,5.9567,3.307,0.8778,0.6141,5.126,1.662,0.9214,0.3804,5.4099,3.2611,0.9301,0.3708,5.6407,3.2652,0.773,0.6072,4.0563,1.4536,2,2,3,3,1.98888059,1.992470326,2.012875803,2.016173108,205.28226,205.28297,312.59676,312.58783,61263.66045,746.9429552,1.4448,40.7,0.309,,,,,,,,,
generate_pred_12,-0.195632898,-0.101733859,13.74004783,1.57,288.48,0.0004141,1.6601,1357663.117,0.9504,0.3761,5.6405,3.2827,0.9639,0.3644,5.9567,3.307,0.8778,0.6141,5.126,1.662,0.9214,0.3804,5.4099,3.2611,0.9301,0.3708,5.6407,3.2652,0.773,0.6072,4.0563,1.4536,2,2,3,3,1.98888059,1.992470326,2.012875803,2.016173108,205.28226,205.28297,312.59676,312.58783,61263.66045,746.9429552,1.4448,40.7,0.309,,,,,,,,,
generate_pred_13,-0.206981243,-0.097737258,15.32237706,1.15,252.04,0.0004498,2.02276,1357663.03,0.9422,0.3661,5.3903,3.4138,0.9542,0.3436,5.7284,3.4382,0.8525,0.6087,4.7094,1.6896,0.9016,0.3699,5.0979,3.3668,0.9057,0.3497,5.3089,3.377,0.702,0.5662,3.7372,1.9554,2,2,3,3,1.989857784,1.991084629,2.006280389,2.007938246,205.2515,205.25026,312.58835,312.59,88396.02287,613.0237893,1.4448,40.7,0.309,,,,,,,,,
generate_pred_14,-0.204361177,-0.103220606,18.51469399,4.83,281.39,0.0006251,1.88034,1357662.69,0.9489,0.3275,5.9252,3.4807,0.9636,0.3155,6.3899,3.4874,0.9939,0.085,7.4183,6.6179,0.9211,0.3259,5.6337,3.4819,0.9221,0.3226,5.9038,3.4385,0.7014,0.6005,3.7337,1.6763,2,2,3,3,1.988986928,1.990451959,2.011436303,2.012417949,205.25777,205.25856,312.41564,312.39646,105073.8351,659.4552049,1.4448,40.7,0.309,,,,,,,,,
generate_pred_15,-0.19622488,-0.103138757,17.84609113,4.66,305.5,0.0002404,1.65222,1357663.103,0.9504,0.3777,5.7919,3.5222,0.964,0.3916,6.0668,3.4697,0.9042,0.4854,5.8394,3.5974,0.9237,0.3807,5.5652,3.4836,0.9294,0.3964,5.7274,3.4107,0.784,0.5534,4.2198,2.8372,2,2,3,3,1.984700985,1.990148989,2.012691978,2.016654904,205.27788,205.28,312.3228,312.49802,72472.49582,750.5053806,1.4448,40.7,0.309,,,,,,,,,
generate_pred_16,-0.194783389,-0.105259875,14.06785672,7.37,276.3,0.0002911,1.59086,1357662.938,0.9595,0.3347,5.7889,4.2032,0.9613,0.3412,5.8846,3.9824,0.8795,0.5148,4.9244,3.3181,0.9359,0.3372,5.5683,4.1509,0.9319,0.3454,5.6206,3.9112,0.7825,0.5408,3.9326,2.4764,2,2,3,3,1.984375217,1.99575249,2.012948335,2.020509589,205.27665,205.2845,312.59012,312.56317,42215.07035,779.4526231,1.4448,40.7,0.309,,,,,,,,,
generate_pred_17,-0.208346931,-0.099517474,16.76398374,18.46,271.48,0.0005645,1.98452,1357663.062,0.936,0.3802,5.2115,3.3602,0.9473,0.3707,5.4845,3.3303,0.9942,0.0844,7.3921,5.0298,0.8984,0.3847,4.9713,3.3242,0.8844,0.3841,5.0039,3.2729,0.7071,0.4904,3.86,3.084,2,2,3,3,1.987023905,1.993635122,2.004380453,2.008472305,205.25135,205.25708,312.51291,312.5072,104771.2071,624.8362324,1.4448,40.7,0.309,,,,,,,,,
generate_pred_18,-0.209494546,-0.101898402,16.58674914,0.19,287.19,0.0005272,1.94545,1357663.052,0.9321,0.3923,5.2031,3.2914,0.9439,0.3934,5.4414,3.1565,0.9205,0.3352,6.4241,1.1881,0.8985,0.394,5.0347,3.3035,0.8847,0.4021,4.9942,3.1089,0.7178,0.4832,4.1282,2.5887,2,2,3,3,1.990647131,1.990799337,2.00607278,2.006101194,205.254,205.25395,312.59671,312.59607,98036.13665,637.3846668,1.4448,40.7,0.309,,,,,,,,,
generate_pred_19,-0.20769625,-0.101525795,11.99752767,2.24,271.07,0.0005398,1.88051,1357663.038,0.9272,0.4592,5.367,3.0595,0.9503,0.4593,5.7224,3.1559,0.8858,0.4229,6.001,4.381,0.886,0.4615,5.1052,3.0559,0.8958,0.4604,5.2845,3.1313,0.7204,0.4972,4.246,3.1108,2,2,3,3,1.987900148,1.98794844,2.012237561,2.013560776,205.26404,205.26361,312.59713,312.60222,95518.61708,659.3955895,1.4448,40.7,0.309,,,,,,,,,
generate_pred_2,-0.207231804,-0.086106063,6.34610043,7.31,161.94,0.0008905,2.30518,1357669.44,0.9456,0.4468,5.4346,3.5783,0.9484,0.3658,6.0279,4.8375,0.8427,0.5381,4.712,1.9063,0.8789,0.4498,4.9507,3.4585,0.8445,0.4237,4.9725,3.7135,0.7436,0.5856,4.034,1.6187,1,2,2,3,1.919992187,2.013718203,2.093725388,2.133701479,126.61997,205.30957,205.35338,312.43228,252339.4987,537.9189478,1.4448,40.7,0.309,,,,,,,,,
generate_pred_20,-0.210810828,-0.102976174,12.27605417,1.98,275.32,0.0004094,1.91028,1357663.031,0.9264,0.4396,5.1401,3.0235,0.9457,0.3858,5.4825,3.3109,0.9308,0.3196,6.6498,6.1048,0.8821,0.44,4.9107,3.05,0.7461,0.4511,4.3268,3.7358,0.8848,0.3895,5.041,3.3769,2,2,3,3,1.98923151,1.990118338,2.009506656,2.01087195,205.26685,205.26548,312.60088,312.59833,74206.85893,649.1195008,1.4448,40.7,0.309,,,,,,,,,
generate_pred_27,-0.193136428,-0.099392171,10.73817044,0.6,244.96,0.0003754,1.63227,1357663.111,0.949,0.4042,5.6257,3.1172,0.9625,0.3814,5.9614,3.2167,0.8718,0.606,5.0359,2.1101,0.9148,0.4069,5.3645,3.1056,0.9286,0.3856,5.6522,3.1969,0.7284,0.5804,3.9635,2.3883,2,2,3,3,1.988501194,1.989350396,2.017106095,2.017422613,205.27204,205.27063,312.5574,312.59459,54983.43578,759.6782395,1.4448,40.7,0.309,,,,,,,,,
generate_pred_28,-0.192468296,-0.099907458,13.65830734,11.11,221.12,0.0001692,1.69827,1357662.569,0.9739,0.297,5.8426,4.4459,0.9718,0.2951,6.0246,4.5016,0.9115,0.3796,5.8856,4.9274,0.9529,0.2993,5.6472,4.3998,0.9463,0.2995,5.7422,4.437,0.7669,0.559,3.7066,1.833,2,2,3,3,1.984669998,2.001196892,2.013577413,2.019517269,205.25546,205.2646,312.61718,312.56692,29470.71083,730.1548046,1.4448,40.7,0.309,,,,,,,,,
generate_pred_29,-0.208300825,-0.097817658,13.99007418,14.38,219.44,0.000315,1.98954,1357662.821,0.9332,0.4209,5.1827,3.1826,0.9453,0.3914,5.4513,3.2109,0.9429,0.275,6.688,5.722,0.8806,0.4252,4.9201,3.1695,0.8729,0.3983,4.9241,3.2636,0.751,0.4104,4.2732,4.0189,2,2,3,3,1.989624336,1.991514499,2.007198545,2.015241177,205.24332,205.24966,312.59544,312.58079,59725.78743,623.259648,1.4448,40.7,0.309,,,,,,,,,
